index  support   support_data
 1280  98.000        frozenset({'root vegetables', 'napkins'})
 1281  26.000        frozenset({'sliced cheese', 'ham'})
 1282  40.000        frozenset({'beef', 'bottled beer'})
 1283  33.000        frozenset({'ice cream', 'rolls/buns'})
 1284  29.000        frozenset({'frozen vegetables', 'salty snack'})
 1285  33.000        frozenset({'bottled beer', 'onions'})
 1286  62.000        frozenset({'pastry', 'beef'})
 1287  49.000        frozenset({'domestic eggs', 'coffee'})
 1288  46.000        frozenset({'margarine', 'cream cheese'})
 1289  29.000        frozenset({'fruit/vegetable juice', 'processed cheese'})
 1290  271.000        frozenset({'whole milk', 'butter'})
 1291  238.000        frozenset({'margarine', 'whole milk'})
 1292  25.000        frozenset({'tropical fruit', 'frozen fish'})
 1293  29.000        frozenset({'dish cleaner', 'whole milk'})
 1294  51.000        frozenset({'curd', 'dessert'})
 1295  81.000        frozenset({'tropical fruit', 'bottled beer'})
 1296  69.000        frozenset({'sliced cheese', 'sausage'})
 1297  37.000        frozenset({'yogurt', 'dishes'})
 1298  50.000        frozenset({'other vegetables', 'ice cream'})
 1299  29.000        frozenset({'margarine', 'salty snack'})
 1300  57.000        frozenset({'newspapers', 'butter'})
 1301  70.000        frozenset({'whole milk', 'pickled vegetables'})
 1302  42.000        frozenset({'canned beer', 'citrus fruit'})
 1303  37.000        frozenset({'coffee', 'brown bread'})
 1304  52.000        frozenset({'soda', 'onions'})
 1305  28.000        frozenset({'chocolate', 'curd'})
 1306  27.000        frozenset({'Instant food products', 'other vegetables'})
 1307  33.000        frozenset({'chocolate', 'beef'})
 1308  94.000        frozenset({'yogurt', 'pork'})
 1309  29.000        frozenset({'herbs', 'citrus fruit'})
 1310  165.000        frozenset({'rolls/buns', 'citrus fruit'})
 1311  45.000        frozenset({'soda', 'cat food'})
 1312  85.000        frozenset({'soda', 'candy'})
 1313  30.000        frozenset({'margarine', 'dessert'})
 1314  67.000        frozenset({'chocolate', 'fruit/vegetable juice'})
 1315  33.000        frozenset({'sliced cheese', 'domestic eggs'})
 1316  33.000        frozenset({'domestic eggs', 'meat'})
 1317  58.000        frozenset({'pastry', 'long life bakery product'})
 1318  31.000        frozenset({'chocolate', 'cat food'})
 1319  49.000        frozenset({'chocolate', 'candy'})
 1320  35.000        frozenset({'semi-finished bread', 'yogurt'})
 1321  181.000        frozenset({'fruit/vegetable juice', 'soda'})
 1322  30.000        frozenset({'potted plants', 'tropical fruit'})
 1323  44.000        frozenset({'coffee', 'frozen vegetables'})
 1324  32.000        frozenset({'fruit/vegetable juice', 'grapes'})
 1325  42.000        frozenset({'other vegetables', 'specialty cheese'})
 1326  184.000        frozenset({'coffee', 'whole milk'})
 1327  36.000        frozenset({'sliced cheese', 'pastry'})
 1328  26.000        frozenset({'packaged fruit/vegetables', 'rolls/buns'})
 1329  98.000        frozenset({'other vegetables', 'oil'})
 1330  137.000        frozenset({'rolls/buns', 'pip fruit'})
 1331  25.000        frozenset({'chewing gum', 'tropical fruit'})
 1332  38.000        frozenset({'butter milk', 'whipped/sour cream'})
 1333  28.000        frozenset({'cream cheese', 'UHT-milk'})
 1334  46.000        frozenset({'frozen vegetables', 'napkins'})
 1335  46.000        frozenset({'rice', 'whole milk'})
 1336  30.000        frozenset({'waffles', 'cream cheese'})
 1337  25.000        frozenset({'potted plants', 'fruit/vegetable juice'})
 1338  30.000        frozenset({'detergent', 'rolls/buns'})
 1339  194.000        frozenset({'newspapers', 'rolls/buns'})
 1340  41.000        frozenset({'rolls/buns', 'spread cheese'})
 1341  37.000        frozenset({'frankfurter', 'sugar'})
 1342  39.000        frozenset({'white bread', 'bottled beer'})
 1343  33.000        frozenset({'sausage', 'processed cheese'})
 1344  50.000        frozenset({'chewing gum', 'whole milk'})
 1345  34.000        frozenset({'curd', 'sugar'})
 1346  37.000        frozenset({'flour', 'margarine'})
 1347  40.000        frozenset({'semi-finished bread', 'soda'})
 1348  144.000        frozenset({'yogurt', 'butter'})
 1349  43.000        frozenset({'root vegetables', 'detergent'})
 1350  219.000        frozenset({'domestic eggs', 'other vegetables'})
 1351  35.000        frozenset({'oil', 'butter'})
 1352  30.000        frozenset({'herbs', 'rolls/buns'})
 1353  48.000        frozenset({'frankfurter', 'butter'})
 1354  66.000        frozenset({'beef', 'whipped/sour cream'})
 1355  84.000        frozenset({'pork', 'tropical fruit'})
 1356  26.000        frozenset({'seasonal products', 'soda'})
 1357  30.000        frozenset({'pastry', 'oil'})
 1358  57.000        frozenset({'chocolate', 'bottled water'})
 1359  37.000        frozenset({'yogurt', 'pickled vegetables'})
 1360  27.000        frozenset({'frankfurter', 'long life bakery product'})
 1361  143.000        frozenset({'yogurt', 'brown bread'})
 1362  83.000        frozenset({'beef', 'citrus fruit'})
 1363  42.000        frozenset({'chocolate', 'white bread'})
 1364  33.000        frozenset({'root vegetables', 'soft cheese'})
 1365  37.000        frozenset({'domestic eggs', 'oil'})
 1366  50.000        frozenset({'sliced cheese', 'soda'})
 1367  43.000        frozenset({'hamburger meat', 'butter'})
 1368  69.000        frozenset({'root vegetables', 'herbs'})
 1369  38.000        frozenset({'pastry', 'grapes'})
 1370  35.000        frozenset({'waffles', 'white bread'})
 1371  124.000        frozenset({'rolls/buns', 'brown bread'})
 1372  89.000        frozenset({'sliced cheese', 'other vegetables'})
 1373  35.000        frozenset({'yogurt', 'ice cream'})
 1374  54.000        frozenset({'margarine', 'sugar'})
 1375  73.000        frozenset({'bottled water', 'pork'})
 1376  69.000        frozenset({'root vegetables', 'oil'})
 1377  34.000        frozenset({'bottled beer', 'oil'})
 1378  35.000        frozenset({'newspapers', 'dessert'})
 1379  100.000        frozenset({'root vegetables', 'brown bread'})
 1380  100.000        frozenset({'root vegetables', 'frankfurter'})
 1381  31.000        frozenset({'other vegetables', 'soups'})
 1382  38.000        frozenset({'chocolate', 'coffee'})
 1383  49.000        frozenset({'dessert', 'pip fruit'})
 1384  29.000        frozenset({'frozen vegetables', 'cream cheese'})
 1385  38.000        frozenset({'curd', 'bottled beer'})
 1386  99.000        frozenset({'hard cheese', 'whole milk'})
 1387  42.000        frozenset({'pastry', 'berries'})
 1388  98.000        frozenset({'coffee', 'soda'})
 1389  55.000        frozenset({'pastry', 'white bread'})
 1390  82.000        frozenset({'yogurt', 'chicken'})
 1391  39.000        frozenset({'fruit/vegetable juice', 'UHT-milk'})
 1392  71.000        frozenset({'yogurt', 'onions'})
 1393  104.000        frozenset({'yogurt', 'berries'})
 1394  111.000        frozenset({'bottled water', 'newspapers'})
 1395  27.000        frozenset({'rolls/buns', 'mayonnaise'})
 1396  27.000        frozenset({'chocolate', 'hygiene articles'})
 1397  39.000        frozenset({'frankfurter', 'napkins'})
 1398  51.000        frozenset({'whipped/sour cream', 'salty snack'})
 1399  25.000        frozenset({'newspapers', 'hard cheese'})
 1400  37.000        frozenset({'frankfurter', 'onions'})
 1401  28.000        frozenset({'yogurt', 'specialty cheese'})
 1402  60.000        frozenset({'ice cream', 'soda'})
 1403  466.000        frozenset({'root vegetables', 'other vegetables'})
 1404  27.000        frozenset({'pork', 'meat'})
 1405  57.000        frozenset({'hamburger meat', 'soda'})
 1406  118.000        frozenset({'bottled water', 'sausage'})
 1407  42.000        frozenset({'curd', 'pork'})
 1408  34.000        frozenset({'coffee', 'long life bakery product'})
 1409  37.000        frozenset({'frozen meals', 'sausage'})
 1410  80.000        frozenset({'curd', 'soda'})
 1411  45.000        frozenset({'baking powder', 'whipped/sour cream'})
 1412  63.000        frozenset({'pork', 'shopping bags'})
 1413  49.000        frozenset({'coffee', 'bottled beer'})
 1414  31.000        frozenset({'waffles', 'frankfurter'})
 1415  37.000        frozenset({'other vegetables', 'flower (seeds)'})
 1416  30.000        frozenset({'margarine', 'baking powder'})
 1417  95.000        frozenset({'chicken', 'rolls/buns'})
 1418  27.000        frozenset({'chewing gum', 'bottled water'})
 1419  28.000        frozenset({'semi-finished bread', 'sausage'})
 1420  65.000        frozenset({'chocolate', 'sausage'})
 1421  38.000        frozenset({'chewing gum', 'rolls/buns'})
 1422  85.000        frozenset({'frozen vegetables', 'soda'})
 1423  416.000        frozenset({'tropical fruit', 'whole milk'})
 1424  29.000        frozenset({'waffles', 'candy'})
 1425  142.000        frozenset({'other vegetables', 'napkins'})
 1426  353.000        frozenset({'other vegetables', 'tropical fruit'})
 1427  32.000        frozenset({'brown bread', 'onions'})
 1428  28.000        frozenset({'bottled beer', 'hygiene articles'})
 1429  107.000        frozenset({'root vegetables', 'chicken'})
 1430  239.000        frozenset({'soda', 'sausage'})
 1431  38.000        frozenset({'waffles', 'salty snack'})
 1432  55.000        frozenset({'specialty chocolate', 'rolls/buns'})
 1433  65.000        frozenset({'root vegetables', 'berries'})
 1434  49.000        frozenset({'shopping bags', 'butter'})
 1435  116.000        frozenset({'newspapers', 'tropical fruit'})
 1436  33.000        frozenset({'frankfurter', 'cream cheese'})
 1437  38.000        frozenset({'citrus fruit', 'grapes'})
 1438  31.000        frozenset({'frankfurter', 'hygiene articles'})
 1439  32.000        frozenset({'chewing gum', 'shopping bags'})
 1440  25.000        frozenset({'detergent', 'sausage'})
 1441  53.000        frozenset({'pastry', 'dessert'})
 1442  71.000        frozenset({'frankfurter', 'pip fruit'})
 1443  26.000        frozenset({'salty snack', 'candy'})
 1444  126.000        frozenset({'soda', 'citrus fruit'})
 1445  35.000        frozenset({'baking powder', 'rolls/buns'})
 1446  32.000        frozenset({'canned beer', 'pip fruit'})
 1447  28.000        frozenset({'beverages', 'pip fruit'})
 1448  72.000        frozenset({'other vegetables', 'baking powder'})
 1449  42.000        frozenset({'frozen vegetables', 'bottled beer'})
 1450  72.000        frozenset({'bottled water', 'coffee'})
 1451  67.000        frozenset({'beverages', 'whole milk'})
 1452  42.000        frozenset({'whipped/sour cream', 'hygiene articles'})
 1453  61.000        frozenset({'fruit/vegetable juice', 'long life bakery product'})
 1454  481.000        frozenset({'root vegetables', 'whole milk'})
 1455  60.000        frozenset({'other vegetables', 'specialty chocolate'})
 1456  29.000        frozenset({'misc. beverages', 'domestic eggs'})
 1457  49.000        frozenset({'newspapers', 'canned beer'})
 1458  80.000        frozenset({'chocolate', 'shopping bags'})
 1459  61.000        frozenset({'domestic eggs', 'chicken'})
 1460  31.000        frozenset({'pastry', 'cat food'})
 1461  36.000        frozenset({'pastry', 'candy'})
 1462  47.000        frozenset({'domestic eggs', 'hygiene articles'})
 1463  28.000        frozenset({'berries', 'napkins'})
 1464  55.000        frozenset({'tropical fruit', 'salty snack'})
 1465  111.000        frozenset({'pork', 'rolls/buns'})
 1466  34.000        frozenset({'white bread', 'napkins'})
 1467  39.000        frozenset({'red/blush wine', 'rolls/buns'})
 1468  140.000        frozenset({'other vegetables', 'onions'})
 1469  66.000        frozenset({'tropical fruit', 'berries'})
 1470  51.000        frozenset({'mustard', 'whole milk'})
 1471  38.000        frozenset({'salt', 'whole milk'})
 1472  35.000        frozenset({'cream cheese', 'dessert'})
 1473  136.000        frozenset({'tropical fruit', 'whipped/sour cream'})
 1474  27.000        frozenset({'specialty bar', 'citrus fruit'})
 1475  95.000        frozenset({'domestic eggs', 'butter'})
 1476  42.000        frozenset({'rolls/buns', 'pickled vegetables'})
 1477  37.000        frozenset({'pip fruit', 'grapes'})
 1478  32.000        frozenset({'curd', 'coffee'})
 1479  45.000        frozenset({'UHT-milk', 'citrus fruit'})
 1480  49.000        frozenset({'sausage', 'berries'})
 1481  38.000        frozenset({'domestic eggs', 'long life bakery product'})
 1482  40.000        frozenset({'brown bread', 'UHT-milk'})
 1483  47.000        frozenset({'coffee', 'sugar'})
 1484  33.000        frozenset({'tropical fruit', 'meat'})
 1485  55.000        frozenset({'rolls/buns', 'specialty bar'})
 1486  45.000        frozenset({'beef', 'frozen vegetables'})
 1487  68.000        frozenset({'potted plants', 'whole milk'})
 1488  551.000        frozenset({'yogurt', 'whole milk'})
 1489  46.000        frozenset({'beef', 'curd'})
 1490  64.000        frozenset({'domestic eggs', 'curd'})
 1491  37.000        frozenset({'other vegetables', 'frozen vegetables', 'fruit/vegetable juice'})
 1492  25.000        frozenset({'oil', 'whole milk', 'citrus fruit'})
 1493  29.000        frozenset({'hamburger meat', 'other vegetables', 'pip fruit'})
 1494  32.000        frozenset({'other vegetables', 'tropical fruit', 'bottled beer'})
 1495  33.000        frozenset({'tropical fruit', 'fruit/vegetable juice', 'soda'})
 1496  62.000        frozenset({'hamburger meat', 'other vegetables', 'whole milk'})
 1497  25.000        frozenset({'whole milk', 'long life bakery product', 'butter'})
 1498  25.000        frozenset({'whole milk', 'yogurt', 'salty snack'})
 1499  27.000        frozenset({'pork', 'brown bread', 'whole milk'})
 1500  41.000        frozenset({'yogurt', 'soda', 'citrus fruit'})
 1501  50.000        frozenset({'bottled water', 'other vegetables', 'citrus fruit'})
 1502  30.000        frozenset({'bottled water', 'rolls/buns', 'shopping bags'})
 1503  49.000        frozenset({'other vegetables', 'whole milk', 'berries'})
 1504  42.000        frozenset({'newspapers', 'yogurt', 'soda'})
 1505  54.000        frozenset({'other vegetables', 'tropical fruit', 'butter'})
 1506  25.000        frozenset({'soda', 'fruit/vegetable juice', 'pip fruit'})
